0,1,2,3,4,5,6,7
"('Russell', 240)","('Hamilton', 225)","('Alonso', 205)","('Leclerc', 189)","('Stroll', 168)","('Sainz', 154)","('Hulkenberg', 153)","('Magnussen', 152)"
